"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Oct 10 16:49:01 GMT 2023","Tue Oct 10 16:49:12 GMT 2023","11155","","com.iamalexvybornyi.playwright.test.project.AddToCartTest","","com.iamalexvybornyi.playwright.test.project.AddToCartTest","addProductToCartFromCategory","addProductToCartFromCategory(Category, String) addProductToCartFromCategory_JACKETS_Black Jean Shearling",""
"passed","Tue Oct 10 16:48:59 GMT 2023","Tue Oct 10 16:49:09 GMT 2023","9451","","com.iamalexvybornyi.playwright.test.project.NavigationTest","","com.iamalexvybornyi.playwright.test.project.NavigationTest","navigateToHome","navigateToHome()",""
"passed","Tue Oct 10 16:49:09 GMT 2023","Tue Oct 10 16:49:15 GMT 2023","6267","","com.iamalexvybornyi.playwright.test.project.AddToCartTest","","com.iamalexvybornyi.playwright.test.project.AddToCartTest","addProductToCartFromCategory","addProductToCartFromCategory(Category, String) addProductToCartFromCategory_WOMENS_Blue Tanktop",""
"passed","Tue Oct 10 16:48:31 GMT 2023","Tue Oct 10 16:48:59 GMT 2023","28006","","com.iamalexvybornyi.playwright.test.project.AddToCartTest","","com.iamalexvybornyi.playwright.test.project.AddToCartTest","addProductToCartFromShop","addProductToCartFromShop(Category, String) addProductToCartFromShop_HATS_Brown Brim",""
"passed","Tue Oct 10 16:48:59 GMT 2023","Tue Oct 10 16:49:09 GMT 2023","9935","","com.iamalexvybornyi.playwright.test.project.AddToCartTest","","com.iamalexvybornyi.playwright.test.project.AddToCartTest","addProductToCartFromShop","addProductToCartFromShop(Category, String) addProductToCartFromShop_SNEAKERS_Adidas NMD",""
"passed","Tue Oct 10 16:49:09 GMT 2023","Tue Oct 10 16:49:16 GMT 2023","6889","","com.iamalexvybornyi.playwright.test.project.AddToCartTest","","com.iamalexvybornyi.playwright.test.project.AddToCartTest","addProductToCartFromCategory","addProductToCartFromCategory(Category, String) addProductToCartFromCategory_SNEAKERS_Adidas NMD",""
"passed","Tue Oct 10 16:49:09 GMT 2023","Tue Oct 10 16:49:15 GMT 2023","6630","","com.iamalexvybornyi.playwright.test.project.AddToCartTest","","com.iamalexvybornyi.playwright.test.project.AddToCartTest","addProductToCartFromShop","addProductToCartFromShop(Category, String) addProductToCartFromShop_WOMENS_Blue Tanktop",""
"passed","Tue Oct 10 16:48:31 GMT 2023","Tue Oct 10 16:48:58 GMT 2023","27992","","com.iamalexvybornyi.playwright.test.project.AddToCartTest","","com.iamalexvybornyi.playwright.test.project.AddToCartTest","addProductToCartFromCategory","addProductToCartFromCategory(Category, String) addProductToCartFromCategory_HATS_Brown Brim",""
"passed","Tue Oct 10 16:48:31 GMT 2023","Tue Oct 10 16:48:58 GMT 2023","27986","","com.iamalexvybornyi.playwright.test.project.AddToCartTest","","com.iamalexvybornyi.playwright.test.project.AddToCartTest","addProductToCartFromShop","addProductToCartFromShop(Category, String) addProductToCartFromShop_MENS_Camo Down Vest",""
"passed","Tue Oct 10 16:48:31 GMT 2023","Tue Oct 10 16:48:59 GMT 2023","28638","","com.iamalexvybornyi.playwright.test.project.LoginTest","","com.iamalexvybornyi.playwright.test.project.LoginTest","loginWithExistingAccount","loginWithExistingAccount(Account) loginWithExistingAccount_Account(displayName=Test, email=test+1@mail.com, password=TestPassword)",""
"passed","Tue Oct 10 16:48:58 GMT 2023","Tue Oct 10 16:49:06 GMT 2023","8673","","com.iamalexvybornyi.playwright.test.project.NavigationTest","","com.iamalexvybornyi.playwright.test.project.NavigationTest","navigateToShop","navigateToShop()",""
"passed","Tue Oct 10 16:48:58 GMT 2023","Tue Oct 10 16:49:09 GMT 2023","10110","","com.iamalexvybornyi.playwright.test.project.AddToCartTest","","com.iamalexvybornyi.playwright.test.project.AddToCartTest","addProductToCartFromCategory","addProductToCartFromCategory(Category, String) addProductToCartFromCategory_MENS_Camo Down Vest",""
"passed","Tue Oct 10 16:48:31 GMT 2023","Tue Oct 10 16:49:01 GMT 2023","30181","","com.iamalexvybornyi.playwright.test.project.LoginTest","","com.iamalexvybornyi.playwright.test.project.LoginTest","signUpWithNewAccount","signUpWithNewAccount()",""
"passed","Tue Oct 10 16:48:59 GMT 2023","Tue Oct 10 16:49:09 GMT 2023","10883","","com.iamalexvybornyi.playwright.test.project.AddToCartTest","","com.iamalexvybornyi.playwright.test.project.AddToCartTest","addProductToCartFromShop","addProductToCartFromShop(Category, String) addProductToCartFromShop_JACKETS_Black Jean Shearling",""
"passed","Tue Oct 10 16:48:31 GMT 2023","Tue Oct 10 16:48:56 GMT 2023","25897","","com.iamalexvybornyi.playwright.test.project.NavigationTest","","com.iamalexvybornyi.playwright.test.project.NavigationTest","navigateToSignIn","navigateToSignIn()",""
